"Index","BTC","ETH","ETC","LTC","BCH","EOS","XRP","TRX","BSV"
"2019-06-23",10900.54,308.59,9.3,137.51,477.97,7.2701,0.4701,0.037566,238.1213
"2019-06-24",11059.99,311.8,9.311,135.74,479.75,7.259,0.4738,0.03852,236.1827
"2019-06-25",11816.22,318.2,9.2632,136.32,479.37,7.1734,0.4684,0.038475,239.1583
"2019-06-26",13093.36,339.38,9.0953,132.29,488.6,6.8081,0.468,0.036808,220.7522
"2019-06-27",11329.14,298.52,7.7731,115.96,418.21,5.9715,0.4108,0.03267,199.8998
"2019-06-28",12413.63,311.09,8.0381,120.09,436.76,6.2246,0.4264,0.033803,209.5184
"2019-06-29",11901.4,317.68,8.2706,133.87,440.99,6.3303,0.4261,0.034955,213.7873
"2019-06-30",10852.12,292.75,7.7732,123.2,403,5.7918,0.3963,0.031983,195.3916
"2019-07-01",10626.63,295.08,7.799,123.2,417.98,6.0504,0.4072,0.032649,198.3444
"2019-07-02",10843.55,291.58,7.7012,118.82,408.2,5.8955,0.398,0.031928,195.9878
"2019-07-03",11930,301.01,7.8476,121.34,420.4,6.0419,0.4044,0.032745,202.9731
"2019-07-04",11150.79,282.78,7.7423,119.57,399.71,5.7148,0.3871,0.031328,196.1509
"2019-07-05",10985.88,287.52,7.8423,118.34,399.56,5.7434,0.3789,0.031904,198.7577
"2019-07-06",11256.76,288.2,7.8347,118.36,406.63,5.7693,0.3901,0.032147,199.0608
"2019-07-07",11410,304.69,7.95,119.53,410.31,5.927,0.3964,0.034608,199.1506
"2019-07-08",12240.28,312,8.0049,122.94,416.53,5.9376,0.4006,0.033853,200.921
"2019-07-09",12546.12,307.4,7.8791,119.22,415.01,5.8845,0.3934,0.034225,204.2916
"2019-07-10",12105.79,289.07,7.2861,108.35,389.47,5.2683,0.3615,0.032035,191.597
"2019-07-11",11346.52,268.48,6.6227,103.01,345.55,4.6846,0.3289,0.027895,162.908
"2019-07-12",11756.87,274.54,6.7601,104.91,352.58,4.7891,0.3434,0.029421,165.5548
"2019-07-13",11360.45,268.85,6.6096,101.04,343.45,4.7489,0.332,0.028402,155.0686
"2019-07-14",10181.5,225.82,5.643,89.65,280.51,4.1033,0.3039,0.025153,127.0925
"2019-07-15",10838.27,228.28,5.7598,90.38,312.63,4.2909,0.3129,0.025226,129.1521
"2019-07-16",9427.9,198.9,5.3346,79.65,282.37,3.6635,0.2953,0.020943,110.9507
"2019-07-17",9669,210.82,5.7015,90.02,291.34,3.8313,0.3103,0.022776,119.9007
"2019-07-18",10632.99,225.75,6.034,101.1,314.29,4.1009,0.3203,0.025584,134.5963
"2019-07-19",10509.11,220.83,5.8413,98.25,307.22,4.039,0.3186,0.02808,145.7445
"2019-07-20",10739.7,228.15,6.155,100.26,324.19,4.3,0.3326,0.02898,173.3625
"2019-07-21",10588.79,225.47,6.2569,99.7,320.83,4.3267,0.3306,0.029175,176.6978
"2019-07-22",10340.9,217.48,6.3716,95.3,310.26,4.1261,0.3213,0.026601,168.6011
"2019-07-23",9867.58,212.46,6.0339,90.21,298.27,4.1538,0.3088,0.024202,169.6249
"2019-07-24",9762.32,216.31,6.0974,94.43,302.28,4.5851,0.3155,0.02373,167.1684
"2019-07-25",9878.9,219.07,6.0051,93.26,302.2,4.5656,0.3133,0.022974,161.7463
"2019-07-26",9821.72,218.78,6.2012,93.94,317.27,4.6129,0.3231,0.023133,161.9431
"2019-07-27",9475.87,207.36,5.9416,88.77,305.35,4.2764,0.3095,0.021958,150.58
"2019-07-28",9544.98,211.6,5.9044,90.04,311.37,4.2762,0.312,0.022339,147.0378
"2019-07-29",9505.19,210.87,5.9309,90.37,305.85,4.2128,0.3101,0.022,145.8166
"2019-07-30",9574.9,209.51,5.9322,90.16,318.26,4.1971,0.3182,0.02208,145.5516
"2019-07-31",10083.62,218.38,6.0467,98.79,328.77,4.419,0.3196,0.022419,147.7618
"2019-08-01",10372,216.84,5.961,98.67,328.8,4.2999,0.3157,0.022114,145.626
"2019-08-02",10521,217.7,5.8826,94.76,328.08,4.1802,0.3116,0.021717,148.2783
"2019-08-03",10812.98,222.08,5.8814,94.19,335.59,4.2908,0.316,0.021837,151.1873
"2019-08-04",10934.49,221.78,6.0934,92.7,335.05,4.2152,0.3183,0.02231,149.5647
"2019-08-05",11827.03,233.59,6.179,96.67,347.73,4.4617,0.3223,0.022915,153.1766
"2019-08-06",11485,226.34,5.875,93.02,335.97,4.1893,0.3116,0.021731,147.5838
"2019-08-07",11976.38,226.19,5.9099,90.55,338.28,4.2261,0.311,0.021633,147.0059
"2019-08-08",12007.16,221.5,6.0046,90.22,333.71,4.1696,0.3084,0.021969,144.4832
"2019-08-09",11879.14,210.54,5.814,84.32,315.36,3.9041,0.2966,0.019822,140.2411
"2019-08-10",11307.37,206.42,5.6544,85.46,315.94,4.0638,0.299,0.020453,141.5501
"2019-08-11",11550.69,216.46,5.835,89.9,338.91,4.2038,0.3031,0.020734,146.2001
"2019-08-12",11397.73,211.49,5.7942,85.8,329.98,4.1312,0.3006,0.020697,142.4634
"2019-08-13",10899.3,209.3,5.9205,84.89,348.21,4.0828,0.2978,0.020493,143.888
"2019-08-14",10050.54,187.09,5.6001,75.93,311.93,3.673,0.2634,0.017765,134.7737
"2019-08-15",10294.52,188,5.6451,76.22,314.18,3.6233,0.2638,0.017518,135.1097
"2019-08-16",10330.77,184.91,5.5251,74.62,308.41,3.5805,0.26053,0.016888,134.8522
"2019-08-17",10218.95,185.5,5.4579,72.64,306.61,3.563,0.26535,0.016924,133.279
"2019-08-18",10309.36,194.31,5.5712,76.24,316.96,3.6912,0.28329,0.017776,135.9526
"2019-08-19",10914.79,202.21,5.5457,77.11,324.76,3.7195,0.28187,0.017979,145.404
"2019-08-20",10759.97,196.51,6.0312,75.13,315.25,3.6743,0.27424,0.017558,140.1579
"2019-08-21",10139.97,187.5,6.1619,73.19,304.59,3.5122,0.26591,0.016793,133.8066
"2019-08-22",10096.55,190.44,7.2151,73.37,311.73,3.637,0.27039,0.017359,134.2758
"2019-08-23",10383.26,193.98,7.1463,75.38,315.51,3.6734,0.2766,0.017997,135.8764
"2019-08-24",10136,190.69,6.8519,73.32,305.52,3.6596,0.27132,0.017737,133.1008
"2019-08-25",10141.6,186.52,7.1301,72.09,305.5,3.5485,0.2695,0.017443,132.942
"2019-08-26",10370.19,188.65,7.3419,73.59,311.3,3.5836,0.27046,0.01769,131.8112
"2019-08-27",10183.1,187.25,7.2072,72.9,308.53,3.5482,0.26957,0.017632,133.9344
"2019-08-28",9727.99,173.18,6.4603,66.75,291.85,3.2538,0.25632,0.015972,125.0015
"2019-08-29",9496.4,169,5.9436,63.55,279.94,3.1976,0.2569,0.015473,128.4264
"2019-08-30",9581.89,168.43,6.2995,64.18,278.84,3.2127,0.25537,0.015538,130.0505
"2019-08-31",9587.89,171.56,6.2632,64.24,279,3.3203,0.25745,0.015482,129.0608
"2019-09-01",9732.19,170.75,6.2402,65.87,280.78,3.257,0.25594,0.015507,129.8243
"2019-09-02",10338.77,178.07,6.686,66.97,292.66,3.318,0.26066,0.015905,133.8202
"2019-09-03",10609.28,178.75,6.7984,69.04,300.21,3.3504,0.26241,0.015873,135.1738
"2019-09-04",10561.45,174.73,6.7612,67.03,294.01,3.3037,0.25839,0.015519,131.8054
"2019-09-05",10561.62,173.78,7.042,65.24,292.6,3.2662,0.25616,0.014981,130.4908
"2019-09-06",10297.01,169.08,6.6581,64.89,286.36,3.2136,0.2511,0.01416,130.7966
"2019-09-07",10455.66,177.56,6.636,68.79,299.61,3.561,0.25992,0.015356,134.0321
"2019-09-08",10382.64,181.11,6.6498,70.39,306.36,3.7797,0.26217,0.01575,135.0694
"2019-09-09",10302.5,180.54,6.5895,69.87,304.25,3.8732,0.25863,0.015641,130.9456
"2019-09-10",10101.29,179.84,6.5367,70.84,304.36,3.7752,0.25851,0.015625,126.5159
"2019-09-11",10153.95,178.31,6.3332,69.78,299.02,3.7528,0.25511,0.014919,119.3884
"2019-09-12",10415.1,180.78,6.1957,69.16,300.05,3.7417,0.25404,0.014833,118.6551
"2019-09-13",10343.2,180.93,6.1612,68.91,298.3,3.7215,0.25516,0.015507,117.0519
"2019-09-14",10333.48,188.17,6.2412,70.5,304.2,4.0215,0.26121,0.015773,119.1126
"2019-09-15",10300.93,189,6.2495,70.03,303.14,4.0742,0.26028,0.01553,119.2252
"2019-09-16",10250.24,197.24,6.2179,72.66,307.5,4.082,0.26107,0.015659,122.6123
"2019-09-17",10184.91,207.82,6.2797,74.05,318.43,4.0625,0.28552,0.016687,124.5447
"2019-09-18",10154,210.11,6.3696,77.77,323.38,4.0787,0.3132,0.017899,125.0001
"2019-09-19",10242.4,220.25,6.2102,76.55,322.7,3.9592,0.30073,0.017564,122.4113
"2019-09-20",10168.34,218.06,6.1718,75.07,315.44,4.0103,0.29365,0.017396,123.0018
"2019-09-21",9986.66,215.06,6.1233,73.2,311.92,3.9978,0.2896,0.018121,122.0207
"2019-09-22",10026.42,211.2,5.9914,72.17,306.74,3.8114,0.27646,0.016807,119.5121
"2019-09-23",9703.4,201.3,5.8192,66.58,292.14,3.6932,0.2679,0.015946,111.7639
"2019-09-24",8499.81,165.79,4.6165,54.47,217.74,2.7605,0.23296,0.012545,81.6666
"2019-09-25",8431.42,170.01,4.8169,57.44,227.22,2.8673,0.24562,0.013169,86.1547
"2019-09-26",8062.23,165.96,4.6879,55.18,213.99,2.7818,0.24226,0.012755,83.1606
"2019-09-27",8178.8,173.82,4.6586,55.85,220.21,2.8315,0.24209,0.013605,84.2351
"2019-09-28",8199.78,173.58,4.6694,55.36,227.02,2.828,0.24173,0.013566,84.2397
"2019-09-29",8044.3,169.27,4.5425,53.82,217.91,2.7774,0.24024,0.013273,82.5247
"2019-09-30",8290.7,180.88,4.7086,56,227.5,2.9637,0.25655,0.014527,87.5512
"2019-10-01",8292.54,175.72,4.6103,55.61,222.64,2.9385,0.2479,0.013944,84.5122
"2019-10-02",8356.46,180.21,4.6785,56.24,224.78,3.002,0.25251,0.014383,84.5733
"2019-10-03",8224.57,174.74,4.5999,56.39,222.04,2.925,0.2468,0.014282,82.9299
"2019-10-04",8133.39,175.51,4.579,56.25,221.28,3.0005,0.25246,0.014542,82.9862
"2019-10-05",8127.65,176.22,4.6128,56.67,222.76,2.9876,0.2533,0.015064,82.6565
"2019-10-06",7857.19,170.12,4.4874,54.44,220.25,2.9057,0.2554,0.014505,80.9353
"2019-10-07",8188.55,179.78,4.6618,57.43,232.78,3.175,0.27574,0.016234,84.1853
"2019-10-08",8168.82,180.55,4.6171,56.94,231.57,3.1576,0.27739,0.016901,84.0374
"2019-10-09",8560.49,192.61,5.0612,59.13,238.24,3.234,0.28096,0.016896,91.6814
"2019-10-10",8554.73,191.16,4.8248,57.43,229.44,3.1056,0.27023,0.016222,88.4249
"2019-10-11",8257.99,180.63,4.6395,55.86,220.54,3.0589,0.26726,0.01582,83.8378
"2019-10-12",8302.5,179.66,4.702,55.7,224.03,3.0665,0.27223,0.015661,86.8111
"2019-10-13",8276.01,180.97,4.7431,56.47,223,3.1014,0.27726,0.016059,86.1862
"2019-10-14",8349.2,186.68,4.7881,56.81,227.95,3.1632,0.29728,0.016672,87.0284
"2019-10-15",8161.4,180.52,4.5329,54.58,222.23,2.9629,0.28846,0.015653,89.2831
"2019-10-16",7990.01,174.53,4.4178,52.44,216.69,2.9246,0.28343,0.015178,87.7118
"2019-10-17",8067.88,177.16,4.5066,54.93,219.81,2.947,0.30164,0.015363,89.2064
"2019-10-18",7946.12,172.75,4.407,53.2,211.66,2.877,0.29391,0.015371,90.2528
"2019-10-19",7948.97,171.86,4.4198,53.72,213,2.8673,0.29145,0.015479,89.9126
"2019-10-20",8220.8,175.2,4.4985,54.83,224.53,2.9225,0.29385,0.015506,94.8331
"2019-10-21",8196.59,174,4.5781,54.58,232.16,2.918,0.29194,0.015497,111.8984
"2019-10-22",8022.44,171.26,4.4534,53.39,226.98,2.892,0.2905,0.01513,105.5259
"2019-10-23",7467.14,162.38,4.2526,49.47,210.18,2.716,0.27307,0.014348,97.4077
"2019-10-24",7411.49,160.37,4.2548,49.53,211.97,2.7215,0.27585,0.01515,106.2212
"2019-10-25",8659.58,181.62,4.7434,56.97,259.1,3.1756,0.29845,0.017648,133.5763
"2019-10-26",9230.96,179.42,4.571,56.7,252.45,3.1348,0.29377,0.01659,140.0694
"2019-10-27",9528.53,183.78,4.7783,59.76,260.42,3.327,0.29826,0.019093,140.0097
"2019-10-28",9209.12,181.75,4.7396,57.71,263.91,3.2803,0.29441,0.020009,137.5441
"2019-10-29",9405.94,190.46,4.9269,59.78,289.19,3.4025,0.30173,0.021942,141.3173
"2019-10-30",9151.84,183.13,4.7889,57.9,288.47,3.2682,0.29473,0.019937,134.7525
"2019-10-31",9144.56,182.13,4.8039,58.29,282.5,3.2538,0.29454,0.019753,128.8318
"2019-11-01",9226.63,182.8,4.8664,58.24,278.22,3.3402,0.29122,0.01962,129.344
"2019-11-02",9290.13,182.99,4.9245,58.22,289.61,3.3218,0.29451,0.019889,131.4127
"2019-11-03",9196.11,181.5,4.875,58.34,291.37,3.2691,0.29047,0.019627,128.8136
"2019-11-04",9385.37,185.73,4.9613,61.24,290.31,3.4373,0.29881,0.019804,131.8325
"2019-11-05",9308.12,188.64,5.0193,63.1,292.91,3.6186,0.3005,0.019746,138.4188
"2019-11-06",9339.28,191.12,5.077,64.11,305.36,3.6047,0.31,0.020141,139.0882
"2019-11-07",9214.7,186.73,5.2407,61.4,291.88,3.4676,0.29067,0.019514,132.98
"2019-11-08",8773.89,183.75,4.9742,60.39,277.2,3.4114,0.2754,0.018766,124.451
"2019-11-09",8810.6,184.86,4.9569,62.03,282.58,3.4882,0.27995,0.018953,129.9728
"2019-11-10",9034.13,188.91,5.0393,63.65,292.95,3.5827,0.27909,0.019333,134.5568
"2019-11-11",8734,184.95,4.8908,61.82,286.54,3.4379,0.27419,0.019095,131.7224
"2019-11-12",8818,187.03,4.9063,61.41,289.23,3.4811,0.27221,0.019675,132.1055
"2019-11-13",8775.92,188.06,4.8473,60.95,285.33,3.4684,0.27211,0.020116,129.0143
"2019-11-14",8644.08,184.96,4.754,59,277.75,3.3945,0.26793,0.019415,126.1523
"2019-11-15",8470.09,180.04,4.5597,57.58,263.17,3.3338,0.2607,0.018597,123.8688
"2019-11-16",8490.9,182.37,4.6279,58.27,265.21,3.3743,0.26218,0.018674,123.8099
"2019-11-17",8500.9,183.86,4.6163,59.2,265.85,3.3953,0.26315,0.018746,123.2463
"2019-11-18",8187.14,178.17,4.3662,55.82,246.44,3.1811,0.2519,0.017149,116.0367
"2019-11-19",8130.47,175.95,4.3852,55.11,242.23,3.1218,0.25409,0.016958,109.4685
"2019-11-20",8097.92,174.79,4.3369,55,243.35,3.0808,0.2502,0.01655,105.8144
"2019-11-21",7626.79,161.08,4.1798,50.61,226.52,2.8189,0.24333,0.015402,100.0145
"2019-11-22",7264.58,149.57,3.8646,47.33,207.3,2.6133,0.23017,0.014385,96.4807
"2019-11-23",7311.02,151.77,3.9879,48.08,215.01,2.6775,0.23401,0.015029,107.7176
"2019-11-24",6905.8,139.99,3.7032,43.86,202.12,2.4118,0.22013,0.013722,99.2244
"2019-11-25",7109,145.72,3.7677,45.47,207.18,2.5193,0.2174,0.014174,103.9397
"2019-11-26",7154.32,147.46,3.8711,46.87,210.75,2.6107,0.22045,0.015276,106.5377
"2019-11-27",7506.31,152.61,3.9502,47.66,219.36,2.6782,0.224,0.016067,107.3101
"2019-11-28",7418.78,150.74,3.9368,46.78,217.49,2.6249,0.22311,0.015805,105.6929
"2019-11-29",7741.14,154.53,4.0777,48.55,223.99,2.7925,0.22999,0.016133,109.1543
"2019-11-30",7543.63,151.35,3.9364,47.21,217.43,2.748,0.22551,0.01548,107.4429
"2019-12-01",7392.5,150.75,3.927,47.5,214.43,2.7733,0.2248,0.015909,103.9658
"2019-12-02",7292.87,148.61,3.8514,45.45,213.66,2.674,0.21905,0.015204,100.2599
"2019-12-03",7294.54,147.17,3.8294,44.75,211.56,2.6938,0.2194,0.015187,95.6547
"2019-12-04",7195.8,145.36,3.75,44.66,207.57,2.6271,0.214,0.014254,94.699
"2019-12-05",7386.53,148.07,3.7878,44.8,211.59,2.683,0.2211,0.014483,94.8326
"2019-12-06",7523.66,148.46,3.8862,45.27,212.7,2.7249,0.22545,0.014666,96.7843
"2019-12-07",7488.38,147.16,3.8599,45.14,211.03,2.7193,0.227,0.014476,95.586
"2019-12-08",7509.62,150.42,3.8971,45.55,212.51,2.7395,0.2291,0.014607,96.9606
"2019-12-09",7341.54,147.4,3.7986,44.45,208.24,2.6565,0.22436,0.014388,95.1439
"2019-12-10",7225.07,145.55,3.7746,44.09,206.59,2.6027,0.22255,0.014117,95.6108
"2019-12-11",7209.23,143.39,3.7722,43.72,207.07,2.5779,0.221,0.014157,94.719
"2019-12-12",7196.85,144.84,3.8181,43.64,206.74,2.5822,0.21844,0.013773,92.5761
"2019-12-13",7256.66,144.79,3.8594,44.43,211.5,2.626,0.22052,0.01408,93.202
"2019-12-14",7064.65,141.8,3.7979,43.26,205.92,2.5652,0.21607,0.013831,92.5509
"2019-12-15",7118.64,142.45,3.805,43.47,206.82,2.5622,0.2173,0.013957,92.98
"2019-12-16",6892.26,132.77,3.6797,39.98,196.3,2.3693,0.20548,0.013403,88.8989
"2019-12-17",6623.13,121.95,3.4695,36.95,176.44,2.1948,0.18303,0.012442,80.6399
"2019-12-18",7276.75,132.79,3.7681,40.78,188.96,2.4585,0.19571,0.013363,85.9447
"2019-12-19",7149.44,128.09,3.7242,39.64,186.05,2.4493,0.18772,0.012969,84.5622
"2019-12-20",7187.62,128.15,4.0534,40.16,187.44,2.4867,0.19504,0.013357,88.1836
"2019-12-21",7134.06,127.03,4.0852,39.67,186.23,2.4431,0.1913,0.013514,84.8452
"2019-12-22",7497.81,132.11,4.1944,41.81,196.34,2.5342,0.19642,0.014884,88.2972
"2019-12-23",7317.58,127.81,3.9909,40.58,189.68,2.5135,0.18953,0.013775,85.8341
"2019-12-24",7256.23,127.74,3.9373,40.34,188.37,2.542,0.19081,0.013545,86.8975
"2019-12-25",7203.35,125.15,4.039,40.1,185.2,2.4796,0.18855,0.0132,85.8889
"2019-12-26",7201.86,125.64,4.4908,40.02,187.73,2.5176,0.18937,0.013347,87.217
"2019-12-27",7253.15,126.27,4.5118,40.96,203.28,2.5706,0.19,0.013219,90.1982
"2019-12-28",7314.6,128.11,4.4119,42.82,206.17,2.6288,0.19324,0.01348,94.1401
"2019-12-29",7387.94,134.32,4.6472,43.09,212.34,2.6865,0.1966,0.013706,100.1959
"2019-12-30",7245.19,131.59,4.6206,42.39,208.66,2.6261,0.19323,0.013297,95.7198
"2019-12-31",7195.55,129.18,4.495,41.3,204.61,2.5847,0.19286,0.013303,97.0741
"2020-01-01",7201.05,130.69,4.5054,41.64,204.4,2.6035,0.19305,0.013215,97.33
"2020-01-02",6966.2,127.15,4.2301,39.45,195.53,2.4598,0.18749,0.012845,92.8998
"2020-01-03",7347.6,134.39,4.577,42.22,222.44,2.6402,0.1933,0.013448,102.9194
"2020-01-04",7352.13,134.17,4.7573,42.77,224.44,2.647,0.19311,0.013437,109.2541
"2020-01-05",7359.21,135.39,4.8766,43.3,222.82,2.6862,0.19458,0.013533,110.2923
"2020-01-06",7760,144.18,5.0353,45.77,244.22,2.8512,0.2231,0.01471,117.5781
"2020-01-07",8148.92,142.81,4.8377,46.31,242.44,2.846,0.21332,0.014345,113.7001
"2020-01-08",8054.25,140.75,4.9535,45.35,240.21,2.7758,0.20757,0.014023,113.8781
"2020-01-09",7820.19,137.78,5.1859,44.76,238.07,2.7432,0.20375,0.013993,117.0104
"2020-01-10",8198,144.88,5.36,49.05,271.8,2.9877,0.21283,0.014681,171.7886
"2020-01-11",8022.38,142.41,5.5764,49.33,260.81,2.9911,0.21127,0.014598,150.7968
"2020-01-12",8183.21,146.55,5.583,51.46,270.72,3.2075,0.2153,0.015033,165.3986
"2020-01-13",8108.86,143.56,5.4693,49.59,267.17,3.1045,0.2114,0.014637,173.5471
"2020-01-14",8813.8,165.66,6.7852,58.37,348.59,3.8115,0.23456,0.016765,425.1057
"2020-01-15",8820.88,166.36,7.9954,58.17,340.04,3.7682,0.23374,0.017303,315.8671
"2020-01-16",8722.27,164.26,8.4085,57.56,326.65,3.8359,0.22905,0.017336,313.5092
"2020-01-17",8913.27,169.98,9.462,61.02,367.86,3.9044,0.2392,0.01759,287.634
"2020-01-18",8913.64,174.17,8.2929,59.31,338.96,3.8052,0.24346,0.017658,249.892
"2020-01-19",8704.6,166.84,8.5196,57.62,339.53,3.612,0.23556,0.016657,281.8569
"2020-01-20",8643.13,166.85,8.6283,57.2,343.32,3.6195,0.23312,0.016615,303.7486
"2020-01-21",8736.04,169.44,8.936,57.58,343.53,3.6505,0.2371,0.017324,315.6145
"2020-01-22",8684.98,168.08,9.3499,58.34,349.22,3.6537,0.23718,0.01743,308.2344
"2020-01-23",8407.28,162.9,8.4483,54.53,325.31,3.5718,0.22588,0.016281,258.8609
"2020-01-24",8439.32,162.61,8.6101,54.37,318.61,3.6353,0.22226,0.01638,265.4153
"2020-01-25",8342.11,160.4,8.3928,53.26,310.29,3.4995,0.21953,0.016129,261.3705
"2020-01-26",8617.2,167.91,9.1927,56.27,348.26,3.6486,0.23126,0.016849,274.8899
"2020-01-27",8907.77,170.06,10.4241,58.55,362.8,3.9637,0.23085,0.017123,297.5998
"2020-01-28",9371.87,175.57,11.3713,60.5,378.35,4.0399,0.23907,0.018597,296.6823
"2020-01-29",9302.73,173.74,12.221,59.83,380.46,3.9692,0.23548,0.018648,286.3434
"2020-01-30",9513.19,184.71,12.2875,67.95,392.74,4.3251,0.24391,0.019509,298.746
"2020-01-31",9350.73,179.98,11.3455,67.99,374.82,4.1454,0.23935,0.018669,272.7687
"2020-02-01",9385.31,183.62,11.5309,70.7,380.2,4.154,0.24129,0.01907,278.4615
"2020-02-02",9333.6,188.48,11.3617,69.97,377.29,4.2152,0.251,0.019084,277.8793
"2020-02-03",9295.44,189.77,11.7798,69.66,384.4,4.2011,0.25459,0.019193,280.8501
"2020-02-04",9196.77,188.89,11.4145,68.1,380.85,4.229,0.2674,0.01925,270.8852
"2020-02-05",9612.94,203.79,12.3346,72.58,445.12,4.5301,0.27773,0.020766,301.6272
"2020-02-06",9774.47,213.22,12.1118,73.59,445.77,4.6032,0.28342,0.02269,294.8
"2020-02-07",9814.04,223.32,11.6956,74.34,439.08,4.5919,0.27964,0.022051,295.3072
"2020-02-08",9892.01,223.07,11.7001,76.59,444.59,4.7632,0.27728,0.021787,335.551
"2020-02-09",10153.66,228.63,11.7093,76.98,449.77,5.0117,0.28264,0.022077,350.9169
"2020-02-10",9851.15,222.85,11.8431,74.03,452.25,4.8976,0.27352,0.022149,353.3432
"2020-02-11",10222.31,236.8,11.955,76.46,461.94,5.2444,0.28093,0.022722,366.1696
"2020-02-12",10329.85,265.96,12.2073,81.21,473.8,5.3366,0.30416,0.023923,366.1302
"2020-02-13",10230.13,268.33,12.0576,80.62,477.11,5.3627,0.32722,0.023918,360.5947
"2020-02-14",10340.69,285.13,12.007,83.11,493.86,5.3753,0.3358,0.026397,362.2998
"2020-02-15",9905.1,264.87,10.4016,76.67,438.88,4.7448,0.3074,0.023644,311.3123
"2020-02-16",9915.59,258.78,9.55,74.7,412.11,4.3809,0.2923,0.022249,284.3404
"2020-02-17",9705.39,268,9.6858,73.43,413,4.3534,0.28746,0.021797,312.3489
"2020-02-18",10164.91,282.69,9.865,77.27,420.25,4.5818,0.29831,0.02262,310.4159
"2020-02-19",9595.61,258.42,8.8186,70.61,378.45,3.9784,0.2746,0.0202,286.1689
"2020-02-20",9596.94,257.07,8.87,69.4,370.8,3.9961,0.27092,0.019805,285.4316
"2020-02-21",9680.55,265.27,9.4258,73.33,377.88,4.0514,0.27424,0.020153,288.6118
"2020-02-22",9650.01,261.5,9.4951,74.78,372.93,4.1003,0.27471,0.020009,280.2272
"2020-02-23",9935.01,274.52,9.7404,79.56,401.66,4.3767,0.28306,0.021321,294.9305
"2020-02-24",9657.93,265.66,9.3515,75.62,378.37,4.1226,0.27037,0.019885,279.6908
"2020-02-25",9315.96,246.79,9.1693,70.95,352.94,4.0762,0.25236,0.018917,259
"2020-02-26",8787.48,223.95,7.6767,60.52,316.71,3.5362,0.2291,0.01636,224.2002
"2020-02-27",8822.5,227.77,7.7174,61.75,324.51,3.6187,0.23849,0.017018,227.6504
"2020-02-28",8691.02,226.73,7.4483,59.86,314.91,3.5125,0.23651,0.017099,216.6817
"2020-02-29",8524.94,217.27,7.3548,58.05,306,3.5112,0.22894,0.016483,211.741
"2020-03-01",8531.15,217.74,7.733,57.71,311.83,3.5077,0.22717,0.016425,228.5628
"2020-03-02",8914.63,232.06,8.4553,61.42,339.4,3.7134,0.23958,0.017596,254.3079
"2020-03-03",8760.06,223.85,8.4806,61,329.53,3.6239,0.23425,0.017229,247.8129
"2020-03-04",8750.74,224.29,7.935,60.37,319.56,3.5908,0.23461,0.017735,231.8543
"2020-03-05",9056.12,228.45,8.1731,62.08,337.06,3.763,0.23915,0.017903,242.0163
"2020-03-06",9131.6,244.87,8.2169,63.19,350.67,3.8349,0.24473,0.018338,249
"2020-03-07",8888,237.21,7.804,60.45,330.89,3.6423,0.23615,0.016998,233.83
"2020-03-08",8033.28,199.45,6.4339,51.02,272.9,3.0444,0.20384,0.014638,196.938
"2020-03-09",7930.13,202.78,6.9301,50.37,273.13,3.0601,0.20948,0.01503,198.9906
"2020-03-10",7894.94,200.75,6.8227,50.26,272.09,3.0741,0.21183,0.015096,198.6602
"2020-03-11",7933,194.57,6.5961,48.54,266.95,3.0653,0.20815,0.014891,190.5372
"2020-03-12",4798.07,107.72,3.7511,29.94,143.74,1.7695,0.13572,0.008407,101.6997
"2020-03-13",5578.57,134.16,4.8396,37.52,177.56,2.11,0.15861,0.010278,121.19
"2020-03-14",5179.78,122.55,4.5879,34.42,167.19,1.9577,0.14588,0.00973,115.279
"2020-03-15",5362.3,123.81,5.0472,36.4,178.07,2.0443,0.15312,0.010265,122.7097
"2020-03-16",5027.01,111.04,4.4965,33.21,172.48,1.8938,0.14107,0.00961,111.4394
"2020-03-17",5313.11,115.67,4.608,34.06,182.54,1.968,0.14685,0.010016,119.2832
"2020-03-18",5394.33,118.12,4.6046,34.7,184.94,1.9984,0.14753,0.010223,124.2
"2020-03-19",6163.78,136.34,5.0409,38.92,220.76,2.2771,0.16458,0.011614,155.8886
"2020-03-20",6205.07,133.47,4.8903,38.09,215.16,2.2026,0.157,0.011272,160.9586
"2020-03-21",6187.04,132.63,5.0083,38.31,220,2.2741,0.15792,0.011238,168.0813
"2020-03-22",5818.3,122.33,4.5966,35.42,202.63,2.1344,0.14775,0.010289,156.8111
"2020-03-23",6465.88,135.91,4.9712,38.96,221.27,2.2864,0.15865,0.011362,169.1633
"2020-03-24",6744.69,138.44,5.0661,40.54,227.26,2.3427,0.16234,0.011511,178.2674
"2020-03-25",6677.69,136.09,5.0194,39.18,220.65,2.2955,0.16175,0.011376,172.7
"2020-03-26",6735.96,138.37,5.0937,40.37,227.83,2.3233,0.1759,0.011949,172.7283
"2020-03-27",6360.44,131.3,4.9178,38.03,213.28,2.1924,0.17269,0.011207,163.0886
"2020-03-28",6237.1,130.96,4.8144,38.83,213.78,2.1986,0.17542,0.011395,157.4092
"2020-03-29",5881.16,124.48,4.8113,37.11,205.57,2.1137,0.16282,0.010666,146.5471
"2020-03-30",6394.56,132.06,4.9512,38.93,220.09,2.227,0.17113,0.011451,165.4269
"2020-03-31",6411.9,132.72,4.9334,39.06,218.4,2.2093,0.17361,0.011583,164.8046
